73029,12/2/2009,2005,4,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,RED,AUTO,Alloy,AMERICAN,LARGE,8265,30212,GA
73030,12/2/2009,2006,3,CHEVROLET,HHR,LT,4D SUV 2.2L LS,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,10036,30212,GA
73031,12/9/2009,2004,5,JEEP,GRAND CHEROKEE 2WD 6,Lar,4D WAGON,GREY,AUTO,Alloy,AMERICAN,MEDIUM SUV,10068,30212,GA
73032,12/9/2009,2006,3,SATURN,ION,2,4D SEDAN LEVEL 2,BEIGE,AUTO,Covers,AMERICAN,MEDIUM,8354,30212,GA
73033,12/9/2009,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLUE,AUTO,Covers,AMERICAN,MEDIUM,9907,30212,GA
73034,12/9/2009,2006,3,BUICK,RAINIER AWD V6,CXL,4D SUV CXL,BLUE,AUTO,Alloy,AMERICAN,MEDIUM SUV,15926,30212,GA
73035,12/9/2009,2005,4,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 4.2L LS,BLACK,AUTO,Alloy,AMERICAN,MEDIUM SUV,13550,30212,GA
73036,12/9/2009,2005,4,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,BLACK,AUTO,Alloy,AMERICAN,MEDIUM SUV,10372,30212,GA
73037,12/9/2009,2003,6,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,SILVER,AUTO,Alloy,AMERICAN,MEDIUM SUV,8616,30212,GA
73038,12/16/2009,2006,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,Covers,AMERICAN,MEDIUM,8126,30212,GA
73039,12/16/2009,2005,4,DODGE,NEON,SXT,4D SEDAN,BLACK,AUTO,Alloy,AMERICAN,COMPACT,6622,30212,GA
73040,12/16/2009,2007,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,SILVER,AUTO,Alloy,AMERICAN,LARGE,11865,30212,GA
73041,12/16/2009,2005,4,HONDA,ACCORD 4C,EX,4D SEDAN EX AUTO,RED,AUTO,NULL,TOP LINE ASIAN,MEDIUM,12388,30212,GA
73042,12/16/2009,2006,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,RED,AUTO,Covers,AMERICAN,LARGE,9888,30212,GA
73043,12/16/2009,2005,4,NISSAN,ALTIMA,SE,4D SEDAN SE,BLUE,AUTO,Alloy,TOP LINE ASIAN,MEDIUM,11086,30212,GA
73044,12/16/2009,2007,2,JEEP,COMMANDER 4WD V6,Spo,4D WAGON,BLACK,AUTO,Alloy,AMERICAN,LARGE SUV,19241,30212,GA
73045,12/16/2009,2003,6,FORD,F150 PICKUP 2WD V6,XL,EXT CAB 4.2L W/T,BLACK,AUTO,Alloy,AMERICAN,LARGE TRUCK,7336,30212,GA
73046,12/16/2009,2006,3,HYUNDAI,SONATA V6,GLS,4D SEDAN GLS,SILVER,AUTO,Alloy,OTHER ASIAN,MEDIUM,10788,30212,GA
73047,12/16/2009,2003,6,FORD,EXPEDITION 2WD V8,Edd,4D SUV 5.4L EDDIE BAUER,WHITE,AUTO,Alloy,AMERICAN,LARGE SUV,10746,30212,GA
73048,12/16/2009,2003,6,JEEP,LIBERTY 2WD V6,Spo,4D SUV,SILVER,AUTO,Alloy,AMERICAN,SMALL SUV,7682,30212,GA
73049,12/16/2009,2006,3,PONTIAC,G6 V6,Bas,4D SEDAN,RED,AUTO,Alloy,AMERICAN,MEDIUM,10342,30212,GA
73050,12/16/2009,2008,1,FORD,TAURUS,SEL,4D SEDAN SEL,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,15586,30212,GA
73051,12/16/2009,2005,4,FORD,MUSTANG V6,Bas,2D COUPE,BROWN,AUTO,Alloy,AMERICAN,SPORTS,11754,30212,GA
73052,12/16/2009,2004,5,LEXUS,RX330 FWD,,4D SPORT UTILITY,GOLD,AUTO,NULL,OTHER ASIAN,MEDIUM SUV,18937,30212,GA
73053,12/16/2009,2006,3,CHEVROLET,HHR,LS,4D SUV 2.2L LS,ORANGE,AUTO,NULL,AMERICAN,MEDIUM,9321,30212,GA
73054,12/16/2009,2006,3,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,MAROON,AUTO,Alloy,AMERICAN,LARGE,10462,30212,GA
73055,12/16/2009,2002,7,DODGE,STRATUS 4C,SE,2D COUPE SE,RED,AUTO,Alloy,AMERICAN,MEDIUM,4240,30212,GA
73056,12/16/2009,2006,3,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,8425,30212,GA
73057,12/16/2009,2004,5,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,BLUE,AUTO,Alloy,AMERICAN,LARGE,7998,30212,GA
73058,12/16/2009,2004,5,SATURN,ION,2,4D SEDAN LEVEL 2,GREY,AUTO,Covers,AMERICAN,MEDIUM,6525,30212,GA
73059,12/16/2009,2007,2,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,SILVER,AUTO,Alloy,AMERICAN,MEDIUM SUV,19103,30212,GA
73060,12/16/2009,2004,5,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,GOLD,AUTO,Covers,AMERICAN,MEDIUM,5351,30212,GA
73061,12/16/2009,2006,3,SUZUKI,FORENZA,,4D SEDAN,SILVER,AUTO,Covers,OTHER ASIAN,MEDIUM,6629,30212,GA
73062,12/16/2009,2006,3,TOYOTA,CAMRY 4C,Bas,4D SEDAN,SILVER,AUTO,Covers,TOP LINE ASIAN,MEDIUM,11700,30212,GA
73063,12/16/2009,2006,3,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,7862,30212,GA
73064,12/16/2009,2008,1,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,Covers,AMERICAN,LARGE,11578,30212,GA
73065,12/16/2009,2005,4,CHEVROLET,TAHOE 2WD,LS,4D SUV 4.8L,GOLD,AUTO,Alloy,AMERICAN,LARGE SUV,14015,30212,GA
73066,12/16/2009,2008,1,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,14044,30212,GA
73067,12/23/2009,2006,3,CHEVROLET,HHR,LT,4D SUV 2.2L LT,ORANGE,AUTO,Alloy,AMERICAN,MEDIUM,10671,30212,GA
73068,12/23/2009,2006,3,JEEP,COMMANDER 2WD V8,Bas,4D WAGON,SILVER,AUTO,Alloy,AMERICAN,LARGE SUV,16371,30212,GA
73069,12/23/2009,2007,2,DODGE,MAGNUM V6,SE,WAGON 2.7L,GREY,AUTO,Alloy,AMERICAN,SPECIALTY,12990,30212,GA
73070,12/23/2009,2007,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,RED,AUTO,Alloy,AMERICAN,LARGE,12902,30212,GA
73071,12/23/2009,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,GOLD,AUTO,Alloy,AMERICAN,VAN,10034,30212,GA
73072,12/30/2009,2004,5,CHEVROLET,IMPALA,SS,4D SEDAN SS,BLACK,AUTO,Alloy,AMERICAN,LARGE,9754,30212,GA
73073,12/30/2009,2004,5,PONTIAC,GRAND AM 4C,SE,4D SEDAN SE,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,6758,30212,GA
73074,12/30/2009,2006,3,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,BLUE,AUTO,Alloy,AMERICAN,VAN,12512,30212,GA
73075,12/30/2009,2005,4,DODGE,STRATUS 4C,SXT,4D SEDAN,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,7027,30212,GA
73076,12/30/2009,2006,3,CHEVROLET,COBALT,LS,4D SEDAN LS,BLACK,AUTO,Alloy,AMERICAN,COMPACT,7664,30212,GA
73077,1/6/2010,2008,2,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,GREY,AUTO,Alloy,AMERICAN,SPECIALTY,14927,30212,GA
73078,1/6/2010,2004,6,CHRYSLER,PT CRUISER,Bas,4D SEDAN,GREEN,AUTO,Alloy,AMERICAN,MEDIUM,7100,30212,GA
73079,1/6/2010,2005,5,DODGE,NEON,SXT,4D SEDAN,SILVER,AUTO,Alloy,AMERICAN,COMPACT,6667,30212,GA
73080,1/6/2010,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,Alloy,AMERICAN,MEDIUM,9332,30212,GA
73081,1/13/2010,2006,4,CHEVROLET,AVEO,LS,4D SEDAN LS,RED,AUTO,Covers,AMERICAN,COMPACT,6926,30212,GA
73082,1/13/2010,2007,3,DODGE,CALIBER,Bas,4D WAGON,RED,AUTO,Alloy,AMERICAN,MEDIUM,11259,30212,GA
73083,1/13/2010,2007,3,CHEVROLET,COBALT,LS,2D COUPE,BLUE,AUTO,Alloy,AMERICAN,COMPACT,9074,30212,GA
73084,1/13/2010,2007,3,MAZDA,MAZDA6,i,4D SEDAN I,BLUE,AUTO,Alloy,OTHER ASIAN,MEDIUM,13402,30212,GA
73085,1/13/2010,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN SE1,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,11859,30212,GA
73086,1/13/2010,2002,8,FORD,F150 PICKUP 2WD V6,XL,REG CAB 4.2L XL,RED,MANUAL,Alloy,AMERICAN,LARGE TRUCK,6781,30212,GA
73087,1/13/2010,2006,4,KIA,SPECTRA,EX,4D SEDAN,RED,AUTO,Alloy,OTHER ASIAN,MEDIUM,8587,30212,GA
73088,1/13/2010,2007,3,KIA,SPECTRA,EX,4D SEDAN EX,RED,AUTO,Alloy,OTHER ASIAN,MEDIUM,9731,30212,GA
73089,1/13/2010,2004,6,DODGE,STRATUS V6,SE,4D SEDAN SE,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,5653,30212,GA
73090,1/13/2010,2004,6,FORD,MUSTANG V6,Bas,2D COUPE,SILVER,AUTO,Alloy,AMERICAN,SPORTS,8516,30212,GA
73091,1/13/2010,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,9332,30212,GA
73092,1/13/2010,2007,3,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,GREY,AUTO,Alloy,AMERICAN,LARGE,11701,30212,GA
73093,1/20/2010,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,WHITE,AUTO,Alloy,AMERICAN,LARGE,10582,30212,GA
73094,1/20/2010,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,GOLD,AUTO,Alloy,AMERICAN,COMPACT,8302,30212,GA
73095,1/20/2010,2003,7,CHEVROLET,VENTURE FWD V6,Bas,PASSENGER EXT 3.4L,GOLD,AUTO,Alloy,AMERICAN,VAN,6751,30212,GA
73096,1/20/2010,2005,5,JEEP,LIBERTY 2WD V6,Spo,4D SUV,BLACK,AUTO,Alloy,AMERICAN,SMALL SUV,9596,30212,GA
73097,1/20/2010,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,GREY,AUTO,Alloy,AMERICAN,LARGE,10462,30212,GA
73098,1/20/2010,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,GREY,AUTO,Alloy,AMERICAN,LARGE,11800,30212,GA
73099,1/20/2010,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,10734,30212,GA
73100,1/20/2010,2007,3,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,BLUE,AUTO,Covers,AMERICAN,VAN,14559,30212,GA
73101,1/20/2010,2003,7,LINCOLN,NAVIGATOR 2WD V8,,4D SUV 5.4L,SILVER,AUTO,Alloy,AMERICAN,LARGE SUV,13659,30212,GA
73102,1/20/2010,2006,4,CHEVROLET,COBALT,LT,2D COUPE LT,BLACK,AUTO,Alloy,AMERICAN,COMPACT,9716,30212,GA
73103,1/20/2010,2007,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER 3.5L LS,BLUE,AUTO,Alloy,AMERICAN,VAN,10340,30212,GA
73104,1/20/2010,2006,4,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,GREEN,AUTO,NULL,OTHER ASIAN,MEDIUM SUV,11697,30212,GA
73105,1/20/2010,2002,8,FORD,TAURUS,SES,4D SEDAN SE SVG,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,5428,30212,GA
73106,1/20/2010,2006,4,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,BLACK,AUTO,Alloy,AMERICAN,LARGE,10712,30212,GA
73107,1/20/2010,2002,8,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,MEDIUM,5252,30212,GA
73108,1/20/2010,2007,3,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,GREEN,AUTO,Alloy,AMERICAN,LARGE,13009,30212,GA
73109,1/20/2010,2005,5,MERCURY,SABLE,GS,4D SEDAN GS,GOLD,AUTO,Alloy,AMERICAN,MEDIUM,6472,30212,GA
73110,1/20/2010,2006,4,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,7692,30212,GA
73111,1/20/2010,2006,4,HYUNDAI,SONATA 4C,GLS,4D SEDAN GLS,PURPLE,AUTO,Alloy,OTHER ASIAN,MEDIUM,9420,30212,GA
73112,1/20/2010,2005,5,PONTIAC,GRAND AM V6,SE,4D SEDAN SE,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,7053,30212,GA
